Estado de contrato;Poder adjudicador;Entidad impulsora;Código de contrato;Título;Tipo de contrato;Adjudicatario;Importe de adjudicación con IVA;Fecha de formalización
Ejecución;Gobierno Vasco;Administración Pública y Justicia;S-025-DAPJ-2015324_00000000000000000000002;SUMINISTRO DE MATERIAL DE ASEO PARA LO ÓRGANOS JUDICIALES DE LA COMUNIDAD AUTÓNOMA DE EUSKADI.;Suministros;VADRISA, S.A.;33063;04/04/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;1604004181_00000000000000000000001;Servicios de Asesoría Jurídica 2016;Servicios;CUATRECASAS GONÇALVES PEREIRA S.L.P.;60379;04/04/2016
Ejecución;Gobierno Vasco;Salud;CM 083/2016330_00000000000000000000001;Material área de microbiología Lab. Bizkaia;Suministros;Tiselab, S.L.;4930;04/04/2016
Ejecución;Gobierno Vasco;Seguridad;E0080/2016329_00000000000000000000001;CONTRATACIÓN DE SALAS DE CONFERENCIAS EN EL EDIFICIO BIZKAIA ARETOA DE BILBAO;Servicios;TRADUCTORES E INTÉRPRETES, S.A.;9682;04/04/2016
Ejecución;Gobierno Vasco;Seguridad;E0071/2016329_00000000000000000000001;SEGUMIENTO DE LAS PATOLOGIAS Y ASISTENCIA TÉCNICA REPARACIONES PROVISIONALES DE LA ERTZAINTZA Y PARQUE DE BOMBEROS LAUDIO;Servicios;FUNDACIÓN TECNALIA RESEARCH & INNOVATION;18000;04/04/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/097/2016323_00000000000000000000001;Suministro e instalación de un RACK de comunicaciones;Suministros;COM Y MEDIA PROYECTOS Y SERVICIOS, S.L.;4818;04/04/2016
Ejecución;Gobierno Vasco;Hacienda y Finanzas;C02/018/2015327_00000000000000000000001;Contratación de empresa de auditoría para la realización de auditorías de 180 centros con gestión económica descentralizada.;Servicios;BETEAN AUDITORÍA, S.L.P.;164560;04/04/2016
Ejecución;Gobierno Vasco;Seguridad;E0081/2016329_00000000000000000000001;ORGANIZACIÓN Y SECRETARÍA TÉCNICA PARA EL ENFSI 2016;Servicios;TISA CONGRESOS, S.L.;21780;04/04/2016
Ejecución;Gobierno Vasco;Seguridad;E0082/2016329_00000000000000000000001;SERVICIO DE CATERING PARA REUNIÓN ANUAL ENFSI 2016;Servicios;FLORIDITA BILBAO S.A.;15000;04/04/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;089/2016331_00000000000000000000001;RESTABLECIMIENTO DEL PASEO DEL CONTRADIQUE EN EL PUERTO DE ZUMAIA (TEMPORALES 2016);Obras;MURGIL ERAIKUNTZAK, S.L.;30250;04/04/2016
Ejecución;Gobierno Vasco;Seguridad;S0078/2016329_00000000000000000000001;SUMINISTRO DE CASCOS PILOTO Y ACCESORIOS PARA LA UNIDAD DE HELICÓPTEROS;Suministros;MSA SPAIN, S.L.U.;15534;04/04/2016
Ejecución;Gobierno Vasco;Seguridad;S0080/2016329_00000000000000000000001;SUMINISTRO DE GRABADORES DIGITALES Y DISCOS DUROS;Suministros;TRADESEGUR, S.A.;21611;04/04/2016
Ejecución;Gobierno Vasco;Seguridad;E0072/2016329_00000000000000000000001;SEGUIMIENTO DE LAS PATOLOGIAS EXISTENTES EN EL EDIFICIO DE LA COMISARÍA EN GETXO;Servicios;FUNDACIÓN TECNALIA RESEARCH & INNOVATION;12000;04/04/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-049-DEPS2016326_00000000000000000000001;LA EVALUACIÓN DEL PROGRAMA RENOVE REHABILITACIÓN 2013-2016, Y DISEÑO DE LA NUEVA ESTRATEGIA RENOVE REHABILITACIÓN 20120. (EXPTE. M-049-DEPS2016).;Servicios;97 S&F, S.L.;18247;04/04/2016
Ejecución;Gobierno Vasco;Seguridad;C-0094/16329_00000000000000000000001;Diseño gráfico Stand Sicur 2016.;Servicios;BAULAN CONSULTORÍA DE DISEÑO, S.L.;8089;01/04/2016
Ejecución;Gobierno Vasco;Emakunde-Instituto Vasco de la Mujer;04EMK/04S/2016336_00000000000000000000001;Diseño y ejecución del programa BELDUR BARIK ;Servicios;ZIRRIKITU KOOP. ELKARTE TXIKIA;139150;01/04/2016
Ejecución;UPV/EHU - Universidad del País Vasco;Campus de Bizkaia de la UPV/EHU;PN 158/15387_00000000000000000000001;INTEGRACIÓN DE NUEVO REPOSITORIO CORRESPONDIENTE AL APLICATIVO CORPORATIVO LAGUN DE GESTIÓN DE INCIDENCIAS;Servicios;HEWLETT PACKARD SERVICIOS ESPAÑA, S.L.;31508;01/04/2016
Ejecución;Gobierno Vasco;Hacienda y Finanzas;2016/003/010327_00000000000000000000001;Mantenimiento y renovación consumibles de equipos multifunción SAMSUNG y SHARP propiedad del Departamento de Hacienda y Finanzas;Servicios;DIGISYSTEMS, S.L.;8000;01/04/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-53-16328_00000000000000000000001;Revisión y catalogación de la colección bibliográfica y documental del -Museo de la Técnica de Euskadi- (Pabellón Industrial Consonni)  (Local que alberga los elementos productivos utilizados en el proceso de industrialización de Euskadi);Servicios;ASOCIACIÓN VASCA DE PATRIMONIO INDUSTRIAL Y OBRA PÚBLICA;21750;01/04/2016
Ejecución;Gobierno Vasco;Seguridad;T-0095/16329_00000000000000000000001;"Asistencia técnica a la Dirección de Tráfico en los proyectos europeos ""Connecting facility"" y ""Arco atlántico"".";Servicios;UNIVERSITAT DE VALENCIA - SBD;19421;01/04/2016
Ejecución;Gobierno Vasco;Salud;74/2016-S330_00000000000000000000001;Adquisición de 800 dosis de vacuna frente a Rotavirus;Suministros;SANOFI PASTEUR MSD, S.A.;37041;01/04/2016
Ejecución;Gobierno Vasco;Instituto de Alfabetización y Reeuskaldunización de Adultos (HABE);G16/ 200.03333_00000000000000000000001;"Merchandising ""Euskararen txantxangorria""";Servicios;ON: TIME;18634;01/04/2016
Ejecución;UPV/EHU - Universidad del País Vasco;Campus de Bizkaia de la UPV/EHU;157/15387_00000000000000000000001;Implementación de asignación de servicios a colectivos  dentro del sistema GISSO;Servicios;UTE CMC- ICA;43076;01/04/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;C02/015/2015328_00000000000000000000003;Mantenimiento de limpieza en centros públicos, centros de apoyo y Delegación Territorial de Educación de Araba dependientes del Departamento de Educación, Política Lingüística y Cultura.;Servicios;Unión Internacional de Servicios Integrales UNI2 S.A.;21359655;01/04/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;C02/015/2015328_00000000000000000000001;Mantenimiento de limpieza en centros públicos, centros de apoyo y Delegación Territorial de Educación de Araba dependientes del Departamento de Educación, Política Lingüística y Cultura.;Servicios;COMERCIAL DE LIMPIEZA VILLAR, S.A.;56100782;01/04/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;C02/015/2015328_00000000000000000000002;Mantenimiento de limpieza en centros públicos, centros de apoyo y Delegación Territorial de Educación de Araba dependientes del Departamento de Educación, Política Lingüística y Cultura.;Servicios;GARBIALDI, S.A.;13325023;01/04/2016
Ejecución;Sociedad Pública de Gestión Ambiental, IHOBE, S.A.;IHOBE, S.A.;1011425_00000000000000000000001;"Apoyo en la implantación de un sistema de gestión medioambiental de acuerdo al Reglamento EMAS para la actividad de interpretación y educación para la sostenibilidad que la sociedad pública Ihobe lleva a cabo en el Centro de Biodiversidad de Euskadi &#8211; Torremadariaga";Servicios;MIRANDAOLA SERVICIOS MEDIOAMBIENTALES, S.L.;15137;01/04/2016
Ejecución;UPV/EHU - Universidad del País Vasco;Campus de Bizkaia de la UPV/EHU;PN 160/15387_00000000000000000000001;IMPLEMENTACIÓN DE NUEVO SISTEMA DE AUTENTICACIÓN MEDIANTE PROTOCOLO OAUTH;Servicios;HEWLETT PACKARD SERVICIOS ESPAÑA, S.L.;5457;01/04/2016
Ejecución;Gobierno Vasco;Administración Pública y Justicia;M-086/2016 DAPJ324_00000000000000000000001;Suministro de reactivos y químicos para el procesador de muestras del laboratorio de histopatología del IVML en Bizkaia;Suministros;MEDICAL NORTE, S.A.;6203;01/04/2016
Ejecución;Ayuntamiento de Eibar;Ayuntamiento de Eibar;2015038179_00000000000000000000001;Suministro e instalación de 2 parques infantiles en el barrio de Amaña;Suministros;LAPPSET ESPAÑA VR, S.L.;131999;01/04/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;064/2015181_00000000000000000000001;Contratación del Servicio de Seguimiento de Noticias del Gobierno Vasco. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.;Servicios;KANTAR MEDIA, S.A.;192632;01/04/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/108/2016323_00000000000000000000001;Servicio de traducción a ingles;Servicios;Peter D. Fitzpatrick WORLD CLASS;45;01/04/2016
Ejecución;UPV/EHU - Universidad del País Vasco;Campus de Bizkaia de la UPV/EHU;PN 159/15387_00000000000000000000001;IMPLEMENTACIÓN DE INFORMES DE EXPLOTACIÓN DE DATOS DE LOS SISTEMAS DE OIM Y OAM;Servicios;NEXTEL, S.A.;29168;01/04/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000170;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;RICARDO BUENDIA, SLP;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000171;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;RIO ALONSO, AINHOA;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000172;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;RODRIGUEZ LACASA, FERNANDA;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000173;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;ROJAS ORTEGA, Mª CARMEN;5541;31/03/2016
Ejecución;Gobierno Vasco;EUSTAT - Instituto Vasco de Estadística;CM 13/2016335_00000000000000000000001;Adaptación de la actual aplicación informática EDV a la estructura marcada por el canal web 2.0;Servicios;EUROHELP CONSULTING, S.L.;21175;31/03/2016
Ejecución;UPV/EHU - Universidad del País Vasco;Vicegerencia de las Tecnologías de la Información y de las Comunicaciones de la UPV/EHU ;PN 11/16372_00000000000000000000001;Servicios de una empresa para la realización de los trabajos de mantenimiento correctivo, evolutivo y adaptativo del conjunto de módulos del sistema de gestión académica (GAUR) y del gestor de expedientes (TRAINERA).;Servicios;UTE DEUSTO SISTEMAS-SERIKAT-LKS-IBERMATICA;0;31/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;091P/2016331_00000000000000000000001;SERVICIO DE VIGILANCIA EN LOS PUERTOS DE BERMEO Y ONDÁRROA (DEL 3 AL 8 DE ABRIL DE 2016);Servicios;GSI Profesionales de la seguridad y sistemas, S.A.;19236;31/03/2016
Ejecución;Gobierno Vasco;Administración Pública y Justicia;M-085/2016 DAPJ324_00000000000000000000001;Corrección de anomalías reglamentarias de la instalación eléctrica de Baja Tensión, de los Palacios de Justicia de Albia y Barroeta Aldamar (Bilbao);Servicios;ELDU, S.A.;18960;31/03/2016
Ejecución;Gobierno Vasco;Salud;85/2016-S330_00000000000000000000001;Central de compras de espacios publicitarios para el Departamento de Salud;Servicios;PUBLICIDAD HEDATU, S.L.U.;72600;31/03/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;B-212/16-C.S.S.328_00000000000000000000001;Berritzegune (Gernika) - Prestación de servicios de coordinación en materia de seguridad y salud con relación a las obras de reparación de cubierta y fachada.;Servicios;PREVING CONSULTORES NORTE, S.L.;315;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000011;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;ANTUNEZ IMAZ, IBONE;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000015;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;ARANDO IRIARTE, ITZIAR;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000018;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;ARBILLAGA PLAZAOLA, AMAIA;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000021;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;ARIZALA MURUA, JESUS MARIA;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000001;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;ADUR INSTITUTO MEDICO ODONTOLOGICO, SL;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000004;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;AGUIRRE HERIZ, AMAYA;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000006;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;AIKI DENT, SL;5541;31/03/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;71/16334_00000000000000000000001;Mantenimiento bombas de achique;Servicios;NUVI ARABA, S.L.;15000;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000176;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;SALGUERO PAZ, ENCARNACION;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000179;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;SANCHEZ IÑIGO, Mª LUISA;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000180;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;SANZ ACHA, MARTA;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000095;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;GASTESI LARRAÑAGA, ANE;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000097;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;GIL PEÑA, JUAN CARLOS;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000099;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;GOMEZ SANCHEZ, SHEILA;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000019;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;ARDENT, SL;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000129;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;LARRAÑAGA BILBAO, JUAN CARLOS;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000130;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;LARUMBE AGUIRRE, ALFONSO;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000101;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;GOROSABEL MENDIZABAL, JOSE ALBERTO;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000103;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;GOROSTIDI MARTINEZ DE UBAGO, MARIA;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000104;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;GOYENA IBARGOITIA, EDURNE;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000131;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;LARUMBE NAVARRO, PAOLA;5541;31/03/2016
Ejecución;Gobierno Vasco;Salud;P.A. 17/2016 G.S.P.330_00000000000000000000132;Contratación de personas físicas y jurídicas para la prestación de servicios del Programa de Asistencia Dental Infantil (PADI) con consulta en el Territorio Histórico de Gipuzkoa.;Gestión de servicios públicos;LASA ECHEVESTE, EIDER;5541;31/03/2016
